,2,3,4,5,6,7,8,9,10
1,,,,,,,,,
2,0.19377303993690131,,,,,,,,
3,0.3082768414951793,0.11047258762371381,,,,,,,
4,0.37536913241133574,0.21461932338952638,0.07381351534724767,,,,,,
5,0.4143250380469712,0.2684978057267211,0.16975838530286724,0.054573322170738736,,,,,
6,0.4216903910131202,0.325669112412837,0.21767354025160213,0.13697615282811593,0.04751168545813722,,,,
7,0.4229762809945812,0.37830649512152736,0.2454440275793277,0.18141973567892422,0.10047504185977729,0.04448752233659237,,,
8,0.3519860915381352,0.34270025932212733,0.3019539879668385,0.18853454521745738,0.1539206410849454,0.07612940035355154,0.03615355557130551,,
9,0.45405471006283116,0.3361205932845728,0.27425300691064014,0.1666047926681109,0.1137756436025108,0.10120114326491714,0.08084900162117559,0.03020768288721043,
10,0.5696580093089487,0.45005533393674435,0.15480596740344899,0.1578716791592638,0.08587866661983146,0.06234188052880629,0.05917756177547373,0.058478705146864485,0.05574098729584964
