day,N,N1,N2,M,M[-1],N1/M[-1],N2/M[-1],N1/N,N2/N
2019-04-30,81,69.0,12.0,15410.0,15341.0,0.004497751124437781,0.0007822175868587445,0.8518518518518519,0.14814814814814814
2019-05-01,114,77.0,37.0,15487.0,15410.0,0.004996755353666451,0.002401038286826736,0.6754385964912281,0.32456140350877194
2019-05-02,112,90.0,22.0,15577.0,15487.0,0.005811325627946019,0.001420546264609027,0.8035714285714286,0.19642857142857142
2019-05-03,96,75.0,21.0,15652.0,15577.0,0.004814791038068948,0.0013481414906593055,0.78125,0.21875
2019-05-04,103,88.0,15.0,15740.0,15652.0,0.005622284692052134,0.0009583439815997955,0.8543689320388349,0.14563106796116504
2019-05-05,102,81.0,21.0,15821.0,15740.0,0.005146124523506989,0.0013341804320203304,0.7941176470588235,0.20588235294117646
2019-05-06,192,147.0,45.0,15968.0,15821.0,0.0092914480753429,0.0028443208393906833,0.765625,0.234375
2019-05-07,110,86.0,24.0,16054.0,15968.0,0.0053857715430861725,0.001503006012024048,0.7818181818181819,0.21818181818181817
2019-05-08,80,64.0,16.0,16118.0,16054.0,0.003986545409243802,0.0009966363523109506,0.8,0.2
2019-05-09,123,99.0,24.0,16217.0,16118.0,0.006142201265665715,0.001489018488646234,0.8048780487804879,0.1951219512195122
2019-05-10,156,130.0,26.0,16347.0,16217.0,0.008016279213171364,0.0016032558426342727,0.8333333333333334,0.16666666666666666
2019-05-11,64,54.0,10.0,16401.0,16347.0,0.003303358414387961,0.0006117330397014743,0.84375,0.15625
2019-05-12,81,65.0,16.0,16466.0,16401.0,0.003963172977257484,0.0009755502713249192,0.8024691358024691,0.19753086419753085
2019-05-13,87,67.0,20.0,16533.0,16466.0,0.004068990647394632,0.0012146240738491437,0.7701149425287356,0.22988505747126436
2019-05-14,119,95.0,24.0,16628.0,16533.0,0.005746083590394967,0.0014516421702050445,0.7983193277310925,0.20168067226890757
2019-05-15,91,72.0,19.0,16700.0,16628.0,0.004330045706038008,0.0011426509502044744,0.7912087912087912,0.2087912087912088
2019-05-16,58,44.0,14.0,16744.0,16700.0,0.0026347305389221557,0.0008383233532934132,0.7586206896551724,0.2413793103448276
2019-05-17,85,69.0,16.0,16813.0,16744.0,0.004120879120879121,0.0009555661729574773,0.8117647058823529,0.18823529411764706
2019-05-18,102,77.0,25.0,16890.0,16813.0,0.0045797894486409325,0.001486944626182121,0.7549019607843137,0.24509803921568626
2019-05-19,57,38.0,19.0,16928.0,16890.0,0.0022498519834221434,0.0011249259917110717,0.6666666666666666,0.3333333333333333
2019-05-20,78,67.0,11.0,16995.0,16928.0,0.003957939508506616,0.0006498109640831758,0.8589743589743589,0.14102564102564102
2019-05-21,94,71.0,23.0,17066.0,16995.0,0.004177699323330391,0.0013533392174168873,0.7553191489361702,0.24468085106382978
2019-05-22,78,53.0,25.0,17119.0,17066.0,0.003105590062111801,0.0014649009726942458,0.6794871794871795,0.32051282051282054
2019-05-23,90,71.0,19.0,17190.0,17119.0,0.004147438518605059,0.0011098779134295228,0.7888888888888889,0.2111111111111111
2019-05-24,90,66.0,24.0,17256.0,17190.0,0.0038394415357766143,0.0013961605584642235,0.7333333333333333,0.26666666666666666
2019-05-25,60,40.0,20.0,17296.0,17256.0,0.0023180343069077423,0.0011590171534538712,0.6666666666666666,0.3333333333333333
2019-05-26,91,70.0,21.0,17366.0,17296.0,0.004047178538390379,0.0012141535615171138,0.7692307692307693,0.23076923076923078
2019-05-27,77,53.0,24.0,17419.0,17366.0,0.003051940573534493,0.0013820108257514684,0.6883116883116883,0.3116883116883117
2019-05-28,90,65.0,25.0,17484.0,17419.0,0.0037315574946897067,0.0014352144210345026,0.7222222222222222,0.2777777777777778
2019-05-29,196,162.0,34.0,17646.0,17484.0,0.009265614275909403,0.0019446350949439486,0.826530612244898,0.17346938775510204
2019-05-30,112,96.0,16.0,17742.0,17646.0,0.005440326419585175,0.0009067210699308625,0.8571428571428571,0.14285714285714285
2019-05-31,103,85.0,18.0,17827.0,17742.0,0.0047908916694848385,0.0010145417653026716,0.8252427184466019,0.17475728155339806
2019-06-01,77,60.0,17.0,17887.0,17827.0,0.0033656812699837326,0.0009536096931620576,0.7792207792207793,0.22077922077922077
2019-06-02,93,75.0,18.0,17962.0,17887.0,0.004192989321853861,0.0010063174372449265,0.8064516129032258,0.1935483870967742
2019-06-03,197,170.0,27.0,18132.0,17962.0,0.009464424897004787,0.001503173365994878,0.8629441624365483,0.13705583756345177
2019-06-04,205,183.0,22.0,18315.0,18132.0,0.010092653871608206,0.0012133245091550848,0.8926829268292683,0.1073170731707317
2019-06-05,126,109.0,17.0,18424.0,18315.0,0.005951405951405951,0.0009282009282009282,0.8650793650793651,0.1349206349206349
2019-06-06,164,142.0,22.0,18566.0,18424.0,0.007707338254450717,0.0011940946591402519,0.8658536585365854,0.13414634146341464
2019-06-07,120,81.0,39.0,18647.0,18566.0,0.004362813745556394,0.0021006140256382634,0.675,0.325
2019-06-08,101,92.0,9.0,18739.0,18647.0,0.004933769507159329,0.00048265136483080387,0.9108910891089109,0.0891089108910891
2019-06-09,87,74.0,13.0,18813.0,18739.0,0.003948983403596777,0.0006937403276588932,0.8505747126436781,0.14942528735632185
2019-06-10,66,55.0,11.0,18868.0,18813.0,0.0029235103385956518,0.0005847020677191304,0.8333333333333334,0.16666666666666666
2019-06-11,118,97.0,21.0,18965.0,18868.0,0.005140979436082256,0.0011129955480178079,0.8220338983050848,0.17796610169491525
2019-06-12,141,117.0,24.0,19082.0,18965.0,0.0061692591616134985,0.0012654890587925126,0.8297872340425532,0.1702127659574468
2019-06-13,88,68.0,20.0,19150.0,19082.0,0.003563567760192852,0.0010481081647626036,0.7727272727272727,0.22727272727272727
2019-06-14,127,104.0,23.0,19254.0,19150.0,0.005430809399477807,0.0012010443864229766,0.8188976377952756,0.18110236220472442
2019-06-15,129,98.0,31.0,19352.0,19254.0,0.005089851459437,0.0016100550534953776,0.7596899224806202,0.24031007751937986
2019-06-16,134,97.0,37.0,19449.0,19352.0,0.005012401818933443,0.0019119470855725506,0.7238805970149254,0.27611940298507465
2019-06-17,84,62.0,22.0,19511.0,19449.0,0.0031878245668157746,0.0011311635559668877,0.7380952380952381,0.2619047619047619
2019-06-18,91,77.0,14.0,19588.0,19511.0,0.0039464917226180105,0.000717543949566911,0.8461538461538461,0.15384615384615385
2019-06-19,188,170.0,18.0,19758.0,19588.0,0.008678782928323463,0.000918929957116602,0.9042553191489362,0.09574468085106383
2019-06-20,125,107.0,18.0,19865.0,19758.0,0.005415527887438,0.0009110233829334953,0.856,0.144
2019-06-21,154,136.0,18.0,20001.0,19865.0,0.006846211930531085,0.0009061162849232318,0.8831168831168831,0.11688311688311688
2019-06-22,126,94.0,32.0,20095.0,20001.0,0.004699765011749413,0.0015999200039998,0.746031746031746,0.25396825396825395
2019-06-23,121,98.0,23.0,20193.0,20095.0,0.004876835033590445,0.0011445633242100025,0.8099173553719008,0.19008264462809918
2019-06-24,91,75.0,16.0,20268.0,20193.0,0.00371415837171297,0.0007923537859654336,0.8241758241758241,0.17582417582417584
2019-06-25,53,48.0,5.0,20316.0,20268.0,0.002368265245707519,0.00024669429642786657,0.9056603773584906,0.09433962264150944
2019-06-26,65,47.0,18.0,20363.0,20316.0,0.00231344752904115,0.0008860011813349084,0.7230769230769231,0.27692307692307694
2019-06-27,81,58.0,23.0,20421.0,20363.0,0.0028483032951922603,0.0011294995825762413,0.7160493827160493,0.2839506172839506
2019-06-28,117,96.0,21.0,20517.0,20421.0,0.0047010430439253705,0.001028353165858675,0.8205128205128205,0.1794871794871795
2019-06-29,100,81.0,19.0,20598.0,20517.0,0.003947945606082761,0.0009260613150070674,0.81,0.19
2019-06-30,74,52.0,22.0,20650.0,20598.0,0.0025245169433925625,0.001068064860666084,0.7027027027027027,0.2972972972972973
2019-07-01,86,73.0,13.0,20723.0,20650.0,0.0035351089588377725,0.0006295399515738499,0.8488372093023255,0.1511627906976744
2019-07-02,111,77.0,34.0,20800.0,20723.0,0.0037156782319162284,0.0016406890894175555,0.6936936936936937,0.3063063063063063
2019-07-03,126,95.0,31.0,20895.0,20800.0,0.0045673076923076926,0.0014903846153846154,0.753968253968254,0.24603174603174602
2019-07-04,133,114.0,19.0,21009.0,20895.0,0.005455850681981335,0.0009093084469968892,0.8571428571428571,0.14285714285714285
2019-07-05,103,85.0,18.0,21094.0,21009.0,0.004045885096863249,0.000856775667571041,0.8252427184466019,0.17475728155339806
2019-07-06,163,130.0,33.0,21224.0,21094.0,0.006162889921304636,0.0015644259031004078,0.7975460122699386,0.20245398773006135
2019-07-07,100,81.0,19.0,21305.0,21224.0,0.0038164342254052015,0.000895212966453072,0.81,0.19
2019-07-08,120,76.0,44.0,21381.0,21305.0,0.003567237737620277,0.0020652429007275287,0.6333333333333333,0.36666666666666664
2019-07-09,141,109.0,32.0,21490.0,21381.0,0.005097984191571956,0.0014966559094523174,0.7730496453900709,0.22695035460992907
2019-07-10,133,78.0,55.0,21568.0,21490.0,0.003629595160539786,0.0025593299208934387,0.5864661654135338,0.41353383458646614
2019-07-11,120,92.0,28.0,21660.0,21568.0,0.004265578635014837,0.0012982195845697329,0.7666666666666667,0.23333333333333334
2019-07-12,112,88.0,24.0,21748.0,21660.0,0.004062788550323176,0.00110803324099723,0.7857142857142857,0.21428571428571427
2019-07-13,110,80.0,30.0,21828.0,21748.0,0.0036784991723376862,0.0013794371896266324,0.7272727272727273,0.2727272727272727
2019-07-14,70,49.0,21.0,21877.0,21828.0,0.002244823162910024,0.0009620670698185816,0.7,0.3
2019-07-15,105,65.0,40.0,21942.0,21877.0,0.0029711569227956302,0.0018284042601819262,0.6190476190476191,0.38095238095238093
2019-07-16,45,34.0,11.0,21976.0,21942.0,0.0015495396955610245,0.0005013216662109196,0.7555555555555555,0.24444444444444444
2019-07-17,154,111.0,43.0,22087.0,21976.0,0.005050964688751365,0.0019566800145613397,0.7207792207792207,0.2792207792207792
2019-07-18,85,55.0,30.0,22142.0,22087.0,0.0024901525784398063,0.0013582650427853488,0.6470588235294118,0.35294117647058826
2019-07-19,88,60.0,28.0,22202.0,22142.0,0.0027097823141540964,0.0012645650799385784,0.6818181818181818,0.3181818181818182
2019-07-20,127,91.0,36.0,22293.0,22202.0,0.004098729844158184,0.001621475542743897,0.7165354330708661,0.28346456692913385
2019-07-21,114,93.0,21.0,22386.0,22293.0,0.004171713093796259,0.0009419997308572198,0.8157894736842105,0.18421052631578946
2019-07-22,176,141.0,35.0,22527.0,22386.0,0.006298579469311177,0.0015634771732332708,0.8011363636363636,0.19886363636363635
2019-07-23,110,88.0,22.0,22615.0,22527.0,0.003906423403027478,0.0009766058507568694,0.8,0.2
2019-07-24,123,101.0,22.0,22716.0,22615.0,0.0044660623479991154,0.0009728056599602034,0.8211382113821138,0.17886178861788618
2019-07-25,78,63.0,15.0,22779.0,22716.0,0.0027733755942947703,0.0006603275224511358,0.8076923076923077,0.19230769230769232
2019-07-26,97,68.0,29.0,22847.0,22779.0,0.0029852056718907764,0.001273102418894596,0.7010309278350515,0.29896907216494845
2019-07-27,91,73.0,18.0,22920.0,22847.0,0.003195167855735983,0.000787849608263667,0.8021978021978022,0.1978021978021978
2019-07-28,87,64.0,23.0,22984.0,22920.0,0.002792321116928447,0.0010034904013961606,0.735632183908046,0.26436781609195403
2019-07-29,110,91.0,19.0,23075.0,22984.0,0.003959276018099547,0.0008266620257570483,0.8272727272727273,0.17272727272727273
2019-07-30,104,80.0,24.0,23155.0,23075.0,0.003466955579631636,0.0010400866738894908,0.7692307692307693,0.23076923076923078
2019-07-31,99,74.0,25.0,23229.0,23155.0,0.0031958540272079465,0.0010796804145972792,0.7474747474747475,0.25252525252525254
2019-08-01,91,64.0,27.0,23293.0,23229.0,0.0027551767187567267,0.001162340178225494,0.7032967032967034,0.2967032967032967
2019-08-02,78,52.0,26.0,23345.0,23293.0,0.002232430343880136,0.001116215171940068,0.6666666666666666,0.3333333333333333
2019-08-03,126,104.0,22.0,23449.0,23345.0,0.004454915399443136,0.0009423859498822018,0.8253968253968254,0.1746031746031746
2019-08-04,135,100.0,35.0,23549.0,23449.0,0.004264574182267901,0.0014926009637937652,0.7407407407407407,0.25925925925925924
2019-08-05,99,72.0,27.0,23621.0,23549.0,0.0030574546689880674,0.0011465455008705253,0.7272727272727273,0.2727272727272727
2019-08-06,115,91.0,24.0,23712.0,23621.0,0.003852504127682994,0.0010160450446636468,0.7913043478260869,0.20869565217391303
2019-08-07,105,81.0,24.0,23793.0,23712.0,0.0034159919028340082,0.0010121457489878543,0.7714285714285715,0.22857142857142856
2019-08-08,114,87.0,27.0,23880.0,23793.0,0.0036565376371201614,0.001134787542554533,0.7631578947368421,0.23684210526315788
2019-08-09,118,90.0,28.0,23970.0,23880.0,0.0037688442211055275,0.0011725293132328308,0.7627118644067796,0.23728813559322035
2019-08-10,87,61.0,26.0,24031.0,23970.0,0.0025448477263245724,0.0010846891948268669,0.7011494252873564,0.2988505747126437
2019-08-11,78,57.0,21.0,24088.0,24031.0,0.002371936249011693,0.000873871249635887,0.7307692307692307,0.2692307692307692
2019-08-12,112,85.0,27.0,24173.0,24088.0,0.0035287279973430755,0.001120890069744271,0.7589285714285714,0.24107142857142858
2019-08-13,114,77.0,37.0,24250.0,24173.0,0.003185372109378232,0.0015306333512596698,0.6754385964912281,0.32456140350877194
2019-08-14,124,89.0,35.0,24339.0,24250.0,0.0036701030927835054,0.001443298969072165,0.717741935483871,0.28225806451612906
2019-08-15,103,72.0,31.0,24411.0,24339.0,0.002958215210156539,0.0012736759932618432,0.6990291262135923,0.30097087378640774
2019-08-16,93,61.0,32.0,24472.0,24411.0,0.0024988734586866576,0.0013108844373438205,0.6559139784946236,0.34408602150537637
2019-08-17,71,48.0,23.0,24520.0,24472.0,0.001961425302386401,0.0009398496240601503,0.676056338028169,0.323943661971831
2019-08-18,69,63.0,6.0,24583.0,24520.0,0.002569331158238173,0.00024469820554649265,0.9130434782608695,0.08695652173913043
2019-08-19,88,72.0,16.0,24655.0,24583.0,0.002928853272586747,0.0006508562827970549,0.8181818181818182,0.18181818181818182
2019-08-20,100,71.0,29.0,24726.0,24655.0,0.0028797404177651593,0.001176232001622389,0.71,0.29
2019-08-21,84,53.0,31.0,24779.0,24726.0,0.0021434926797702825,0.0012537410013750707,0.6309523809523809,0.36904761904761907
2019-08-22,124,92.0,32.0,24871.0,24779.0,0.003712821340651358,0.001291416118487429,0.7419354838709677,0.25806451612903225
2019-08-23,131,109.0,22.0,24980.0,24871.0,0.004382614289735033,0.0008845643520566122,0.8320610687022901,0.16793893129770993
2019-08-24,114,86.0,28.0,25066.0,24980.0,0.00344275420336269,0.0011208967173738991,0.7543859649122807,0.24561403508771928
2019-08-25,97,75.0,22.0,25141.0,25066.0,0.0029921008537461104,0.0008776829170988591,0.7731958762886598,0.2268041237113402
2019-08-26,122,90.0,32.0,25231.0,25141.0,0.0035798098723201143,0.0012728212879360408,0.7377049180327869,0.26229508196721313
2019-08-27,79,55.0,24.0,25286.0,25231.0,0.0021798581110538625,0.0009512108120962308,0.6962025316455697,0.3037974683544304
2019-08-28,95,78.0,17.0,25364.0,25286.0,0.0030847109072213875,0.000672308787471328,0.8210526315789474,0.17894736842105263
2019-08-29,94,62.0,32.0,25426.0,25364.0,0.0024444093991483995,0.0012616306576249802,0.6595744680851063,0.3404255319148936
2019-08-30,94,72.0,22.0,25498.0,25426.0,0.0028317470305986,0.0008652560371273499,0.7659574468085106,0.23404255319148937
2019-08-31,141,109.0,32.0,25607.0,25498.0,0.0042748450858890895,0.0012550003921876225,0.7730496453900709,0.22695035460992907
2019-09-01,135,105.0,30.0,25712.0,25607.0,0.004100441285585972,0.0011715546530245637,0.7777777777777778,0.2222222222222222
2019-09-02,191,151.0,40.0,25863.0,25712.0,0.005872744243932794,0.0015556938394523958,0.7905759162303665,0.2094240837696335
2019-09-03,180,152.0,28.0,26015.0,25863.0,0.005877121756950083,0.001082627692069752,0.8444444444444444,0.15555555555555556
2019-09-04,160,132.0,28.0,26147.0,26015.0,0.00507399577167019,0.0010763021333845858,0.825,0.175
2019-09-05,108,87.0,21.0,26234.0,26147.0,0.0033273415688224272,0.0008031514131640341,0.8055555555555556,0.19444444444444445
2019-09-06,97,79.0,18.0,26313.0,26234.0,0.0030113593047190667,0.0006861324998094076,0.8144329896907216,0.18556701030927836
